250, 3.35526, -4.66136, 1.00144, 1.57031, -0.00000, 0.47101
251, 3.36650, -4.65536, 1.00144, 1.57031, 0.00000, 0.47528
252, 3.37774, -4.64935, 1.00144, 1.57031, 0.00000, 0.47954
253, 3.38898, -4.64334, 1.00144, 1.57031, -0.00000, 0.48381
254, 3.40021, -4.63734, 1.00144, 1.57031, 0.00000, 0.48808
255, 3.41145, -4.63133, 1.00144, 1.57031, -0.00000, 0.49234
256, 3.42269, -4.62532, 1.00144, 1.57031, -0.00000, 0.49661
257, 3.43393, -4.61932, 1.00144, 1.57031, -0.00000, 0.50088
258, 3.44517, -4.61331, 1.00144, 1.57031, -0.00000, 0.50515
259, 3.45640, -4.60730, 1.00144, 1.57031, 0.00000, 0.50941
260, 3.46764, -4.60130, 1.00144, 1.57031, -0.00000, 0.51368
261, 3.47888, -4.59529, 1.00144, 1.57031, -0.00000, 0.51794
262, 3.49012, -4.58928, 1.00144, 1.57031, -0.00000, 0.52221
263, 3.50135, -4.58328, 1.00144, 1.57031, -0.00000, 0.52647
264, 3.51259, -4.57727, 1.00144, 1.57031, 0.00000, 0.53073
265, 3.52383, -4.57126, 1.00144, 1.57031, 0.00000, 0.53499
266, 3.53507, -4.56526, 1.00144, 1.57031, -0.00000, 0.53925
267, 3.54630, -4.55925, 1.00144, 1.57031, -0.00000, 0.54350
268, 3.55754, -4.55324, 1.00144, 1.57031, 0.00000, 0.54776
269, 3.56878, -4.54724, 1.00144, 1.57031, 0.00000, 0.55201
270, 3.58002, -4.54123, 1.00144, 1.57031, -0.00000, 0.55626
271, 3.59125, -4.53522, 1.00144, 1.57031, -0.00000, 0.56051
272, 3.60249, -4.52922, 1.00144, 1.57031, 0.00000, 0.56475
273, 3.61373, -4.52321, 1.00144, 1.57031, -0.00000, 0.56900
274, 3.62497, -4.51720, 1.00144, 1.57031, -0.00000, 0.57324
275, 3.63621, -4.51120, 1.00144, 1.57031, -0.00000, 0.57747
276, 3.64734, -4.50504, 1.00144, 1.57031, 0.00000, 0.58171
277, 3.65794, -4.49807, 1.00144, 1.57031, -0.00000, 0.58594
278, 3.66853, -4.49111, 1.00144, 1.57031, 0.00000, 0.59017
279, 3.67913, -4.48414, 1.00144, 1.57031, -0.00000, 0.59440
280, 3.68951, -4.47685, 1.00144, 1.57031, 0.00000, 0.59863
281, 3.69936, -4.46877, 1.00144, 1.57031, 0.00000, 0.60286
282, 3.70921, -4.46068, 1.00144, 1.57031, 0.00000, 0.60710
283, 3.71906, -4.45260, 1.00144, 1.57031, -0.00000, 0.61134
284, 3.72891, -4.44452, 1.00144, 1.57031, 0.00000, 0.61558
285, 3.73876, -4.43643, 1.00144, 1.57031, -0.00000, 0.61983
286, 3.74861, -4.42835, 1.00144, 1.57031, 0.00000, 0.62408
287, 3.75846, -4.42027, 1.00144, 1.57031, -0.00000, 0.62833
288, 3.76831, -4.41218, 1.00144, 1.57031, -0.00000, 0.63258
289, 3.77816, -4.40410, 1.00144, 1.57031, -0.00000, 0.63684
290, 3.78801, -4.39601, 1.00144, 1.57031, 0.00000, 0.64109
