1, 3.80305, -5.43784, 2.30325, 1.19133, -0.00000, 0.41960
2, 3.80620, -5.43972, 2.30582, 1.19102, -0.00000, 0.42015
3, 3.81522, -5.44530, 2.31323, 1.19014, 0.00000, 0.42171
4, 3.83181, -5.45524, 2.32676, 1.18853, -0.00000, 0.42459
5, 3.85624, -5.46745, 2.34600, 1.18615, 0.00000, 0.42904
6, 3.88101, -5.47911, 2.36528, 1.18376, 0.00000, 0.43359
7, 3.90919, -5.49067, 2.38669, 1.18107, -0.00000, 0.43889
8, 3.94044, -5.50157, 2.40979, 1.17812, 0.00000, 0.44490
9, 3.97447, -5.51135, 2.43422, 1.17496, 0.00000, 0.45161
10, 4.01110, -5.51953, 2.45962, 1.17163, 0.00000, 0.45899
11, 4.05006, -5.52588, 2.48569, 1.16817, -0.00000, 0.46701
12, 4.09109, -5.53033, 2.51217, 1.16463, -0.00000, 0.47562
13, 4.13400, -5.53277, 2.53883, 1.16105, -0.00000, 0.48477
14, 4.17858, -5.53310, 2.56544, 1.15746, 0.00000, 0.49443
15, 4.22465, -5.53125, 2.59181, 1.15390, -0.00000, 0.50456
16, 4.27206, -5.52719, 2.61774, 1.15039, -0.00000, 0.51514
17, 4.32062, -5.52090, 2.64306, 1.14697, 0.00000, 0.52613
18, 4.37020, -5.51232, 2.66758, 1.14366, -0.00000, 0.53752
19, 4.42064, -5.50144, 2.69114, 1.14050, -0.00000, 0.54927
20, 4.47179, -5.48833, 2.71362, 1.13749, -0.00000, 0.56135
21, 4.52349, -5.47305, 2.73492, 1.13467, -0.00000, 0.57373
22, 4.57561, -5.45563, 2.75491, 1.13204, -0.00000, 0.58638
23, 4.62801, -5.43609, 2.77349, 1.12963, -0.00000, 0.59929
24, 4.68055, -5.41448, 2.79053, 1.12744, -0.00000, 0.61242
25, 4.73309, -5.39082, 2.80593, 1.12551, -0.00000, 0.62576
26, 4.78548, -5.36518, 2.81961, 1.12383, -0.00000, 0.63928
27, 4.83757, -5.33758, 2.83145, 1.12243, -0.00000, 0.65295
28, 4.88922, -5.30809, 2.84137, 1.12130, 0.00000, 0.66675
29, 4.94027, -5.27676, 2.84930, 1.12048, -0.00000, 0.68066
30, 4.99056, -5.24367, 2.85515, 1.11995, -0.00000, 0.69464
31, 5.03993, -5.20887, 2.85885, 1.11973, -0.00000, 0.70868
32, 5.08820, -5.17247, 2.86035, 1.11984, -0.00000, 0.72273
33, 5.13522, -5.13454, 2.85961, 1.12026, -0.00000, 0.73678
34, 5.18081, -5.09521, 2.85659, 1.12100, -0.00000, 0.75078
35, 5.22480, -5.05458, 2.85128, 1.12207, -0.00000, 0.76471
36, 5.26704, -5.01280, 2.84367, 1.12346, -0.00000, 0.77852
37, 5.30736, -4.97001, 2.83380, 1.12517, 0.00000, 0.79220
38, 5.34563, -4.92636, 2.82171, 1.12719, -0.00000, 0.80569
39, 5.38171, -4.88203, 2.80746, 1.12952, 0.00000, 0.81897
40, 5.41550, -4.83720, 2.79116, 1.13213, -0.00000, 0.83200
41, 5.44692, -4.79205, 2.77292, 1.13501, -0.00000, 0.84475
42, 5.47590, -4.74678, 2.75289, 1.13815, -0.00000, 0.85718
43, 5.50242, -4.70158, 2.73121, 1.14153, -0.00000, 0.86928
44, 5.52644, -4.65664, 2.70807, 1.14511, 0.00000, 0.88101
45, 5.54786, -4.61214, 2.68355, 1.14889, -0.00000, 0.89232
46, 5.56672, -4.56830, 2.65789, 1.15284, -0.00000, 0.90320
47, 5.58322, -4.52532, 2.63140, 1.15692, -0.00000, 0.91364
48, 5.59748, -4.48337, 2.60434, 1.16109, -0.00000, 0.92362
49, 5.60963, -4.44263, 2.57694, 1.16533, -0.00000, 0.93314
50, 5.61982, -4.40329, 2.54949, 1.16959, -0.00000, 0.94218
51, 5.62819, -4.36553, 2.52223, 1.17383, -0.00000, 0.95072
52, 5.63471, -4.32959, 2.49537, 1.17803, -0.00000, 0.95870
53, 5.63948, -4.29575, 2.46920, 1.18213, 0.00000, 0.96609
54, 5.64290, -4.26422, 2.44420, 1.18607, -0.00000, 0.97287
55, 5.64524, -4.23534, 2.42079, 1.18978, -0.00000, 0.97903
56, 5.64672, -4.20952, 2.39948, 1.19317, -0.00000, 0.98448
57, 5.64791, -4.18383, 2.37812, 1.19661, -0.00000, 0.98991
58, 5.64816, -4.16586, 2.36281, 1.19907, -0.00000, 0.99364
59, 5.64823, -4.15603, 2.35441, 1.20043, -0.00000, 0.99568
60, 5.64828, -4.15262, 2.35150, 1.20090, -0.00000, 0.99640
